video_id,path,category,ad_folder,video_label,bio_label,bio_start,bio_end,duration_sec
ca6af629fbb8e80a7536732347ee9283,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A04/J/01.mp4,Car_and_Technology,J,4,6,67992,68032,10.001655555555555
c6e769a520e1d1ebc541393ccbf9dade,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A04/SU/01.mp4,Car_and_Technology,SU,6,2,1167,1181,3.558677777777778
a04b1d2bfd553e31e1ba8a4ec8dca547,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A06/SU/01.mp4,Car_and_Technology,SU,6,5,139116,139127,2.666933333333333
65c551b18ab60ac42c096d2a4ac76fab,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A03/SU/01.mp4,Car_and_Technology,SU,6,5,26615,26620,1.2734
4e07256da88cc3328cb6a60675770c70,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A03/J/02.mp4,Car_and_Technology,J,4,0,50462,50479,4.129988888888889
7592d3d690d170995586d755345429ce,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A03/J/01.mp4,Car_and_Technology,J,4,6,88708,88742,8.568822222222222
a51c440adbca63533a1d41a6f14a63d2,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A01/J/01.mp4,Car_and_Technology,J,4,1,132075,132086,2.658311111111111
e42aefa15cfb89cd811f339f8d558fdd,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A08/SU/01.mp4,Car_and_Technology,SU,6,6,9141,9151,2.3801444444444444
1905d9b5565518362e3dc863638de876,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A05/N/01.mp4,Car_and_Technology,N,0,4,58382,58416,8.531644444444444
c7be3f09e1ff6e3cb028056a82458929,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A10/SU/01.mp4,Car_and_Technology,SU,6,4,2769,2783,3.398566666666667
951bf8e18d62891866abed3961d423ac,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/22/A10/SU/02.mp4,Car_and_Technology,SU,6,4,21340,21355,3.8366444444444445
fd700b7cff30dfe5538b82cf4994356a,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A01/N/01.mp4,Car_and_Technology,N,0,2,30062,30102,9.977122222222222
e4ec468d0b79dcd2de5fdf4fb8b2f608,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A08/J/01.mp4,Car_and_Technology,J,4,2,124607,124614,1.66
736c7f28667190e4e2cb4e1dabaab964,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A08/SU/01.mp4,Car_and_Technology,SU,6,3,67138,67153,3.6353555555555555
fd39fca4a08428dc26c0db22303b305a,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A10/N/01.mp4,Car_and_Technology,N,0,4,50925,50954,7.2671
039a9179687374a21edb60e313d9fe07,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A07/J/01.mp4,Car_and_Technology,J,4,3,77854,77911,14.191644444444444
8764bcd87668b0b2a35ab3dd288ba3fe,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A06/J/01.mp4,Car_and_Technology,J,4,5,53214,53258,11.058755555555555
13c34a07cc183d7d7da75cede975a474,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A09/SA/01.mp4,Car_and_Technology,SA,5,4,102521,102562,10.320455555555556
eb6eda9f7e719a6b0964cb101082ba07,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A02/J/01.mp4,Car_and_Technology,J,4,6,59699,59739,9.918777777777779
b47a0dbdfea48defd7d65d106e07257d,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A04/J/01.mp4,Car_and_Technology,J,4,2,43913,43952,9.785466666666666
7fb474602b8e7f8d186e95f17f22fb66,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A03/N/01.mp4,Car_and_Technology,N,0,2,115077,115122,11.193322222222223
cc8be8d6cad568bdb1428be5832f3518,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/24/A05/D/01.mp4,Car_and_Technology,D,2,4,41362,41415,13.251644444444445
fa7701bbcee455395e88daf884a480f6,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A03/SU/02.mp4,Car_and_Technology,SU,6,0,134986,135001,3.6252444444444443
c8a84766a1b1bae216b22a8cb2ebc391,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A03/SU/01.mp4,Car_and_Technology,SU,6,6,129590,129612,5.592144444444444
a4675e847b564773b33750dfb003b72f,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A03/J/01.mp4,Car_and_Technology,J,4,1,73513,73534,5.330477777777777
e49e54dd04e9e2e6367997d87b97c46b,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A03/A/01.mp4,Car_and_Technology,A,1,6,13444,13450,1.523311111111111
d3c41cf63c59622bac4ec3603dd833e9,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A03/F/01.mp4,Car_and_Technology,F,3,3,94709,94717,2.124911111111111
9cfd35b842c7992dca9a73c9a7587565,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A01/A/01.mp4,Car_and_Technology,A,1,4,34624,34631,1.8065777777777778
10149768fffb3cb1a434749261fe46d4,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A01/J/01.mp4,Car_and_Technology,J,4,5,53296,53312,4.051988888888889
d2badfdde4fc88c4e319b2b420187d43,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A01/SU/01.mp4,Car_and_Technology,SU,6,4,56818,56831,3.3735444444444442
5c5c58f68afaa1d874bbdcc2a4b679c0,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A08/N/01.mp4,Car_and_Technology,N,0,6,85116,85147,7.837033333333334
12106ba184524b9dc65249d66f791d26,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A09/F/01.mp4,Car_and_Technology,F,3,4,38611,38645,8.4071
173edf8009b0937aeddf2d4d1e236842,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A09/J/01.mp4,Car_and_Technology,J,4,3,103839,103855,4.121655555555555
38e1478af2bf0db22348421387562836,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A07/J/01.mp4,Car_and_Technology,J,4,4,107277,107297,4.9303333333333335
18a4119cc7c7835434f947f9c8598009,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A07/SU/01.mp4,Car_and_Technology,SU,6,4,117046,117068,5.5
746bad67499a7f0d29f40e53f2d25ea2,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A10/N/01.mp4,Car_and_Technology,N,0,6,104372,104401,7.293322222222222
f553c5b234919a8e6d845b99435192b8,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A04/J/01.mp4,Car_and_Technology,J,4,3,61410,61427,4.213611111111111
59bc555a4a8de93f0396d9dacdde943a,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A04/F/01.mp4,Car_and_Technology,F,3,4,26002,26030,7.0587333333333335
db07d94f340df6eeab77d6f81897bc3b,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A04/SU/01.mp4,Car_and_Technology,SU,6,4,80960,80978,4.575388888888889
d20c40f5408bb4880102f0f9a70c5bee,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A06/SA/01.mp4,Car_and_Technology,SA,5,0,39042,39057,3.719977777777778
1644d8f84441ca80c03698271186f4c8,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A02/SU/01.mp4,Car_and_Technology,SU,6,6,78557,78569,2.928311111111111
b8df1cc0a1cdef518c4e58d7638d83f6,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A02/J/01.mp4,Car_and_Technology,J,4,6,137963,137988,6.364988888888889
b4f6a7591e299b37b91b5f8bd3acce36,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A05/J/01.mp4,Car_and_Technology,J,4,5,123597,123623,6.558311111111111
6fa13be61cfdbfad223bae8ba978d7f0,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A05/A/01.mp4,Car_and_Technology,A,1,4,65035,65059,6.026644444444445
d5057752c6e62ec3b2283ce6b73a7c1e,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/30/A05/SU/01.mp4,Car_and_Technology,SU,6,1,7172,7182,2.4051555555555555
ae0d274cc6cc2acdd2678f6e0960a427,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A06/J/01.mp4,Car_and_Technology,J,4,3,83480,83496,4.026655555555555
2beb7dde95ec9635cde62f0df73f23a1,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A08/SU/01.mp4,Car_and_Technology,SU,6,6,99314,99321,1.6582999999999999
512baaca774e2d63e77cf46103664d2a,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A08/J/01.mp4,Car_and_Technology,J,4,2,128165,128175,2.559988888888889
cc103bbef16875b72adb2971ec8cc97b,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A04/J/01.mp4,Car_and_Technology,J,4,6,93023,93038,3.8233222222222225
959e3806fa5be3be21c60e5ace88be31,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A04/SU/01.mp4,Car_and_Technology,SU,6,2,115980,115986,1.6233111111111111
38455b5a55eed7036aee1ae9827edaaa,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A04/SA/01.mp4,Car_and_Technology,SA,5,0,119372,119376,1.0199888888888888
49b6f085fe2d79d17a9a3cbba74ac88a,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A09/J/01.mp4,Car_and_Technology,J,4,4,16285,16297,3.017811111111111
d5b15f3e1b4e64a1d4a4986fa171c0e3,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A01/J/01.mp4,Car_and_Technology,J,4,6,73816,73820,1.0316555555555555
57d614e99895b330270c72dcfb720d5a,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A03/SU/01.mp4,Car_and_Technology,SU,6,3,57846,57854,1.8883222222222222
fdbf6b94ce4c121c260c92569adbeab4,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A03/SA/01.mp4,Car_and_Technology,SA,5,6,42360,42368,1.9316444444444445
6cffee496ca9d760a373222ce486d9bf,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A10/SA/01.mp4,Car_and_Technology,SA,5,4,9641,9645,1.0283111111111112
2d880adb8203f9cdd169e5c6bda4d3e4,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A10/J/01.mp4,Car_and_Technology,J,4,4,70733,70740,1.7149666666666665
30ae2a604557af638975a448e0a6f6dc,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A07/A/01.mp4,Car_and_Technology,A,1,4,126997,127014,4.263311111111111
51695005595ebbd9082341d6640b8b88,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A05/J/01.mp4,Car_and_Technology,J,4,4,52317,52335,4.555422222222222
3bd704c8436a63320c33e7653bc01b4e,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A05/A/01.mp4,Car_and_Technology,A,1,4,11272,11293,5.225311111111111
513da563ce82b377165665a97d84518f,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/37/A02/N/01.mp4,Car_and_Technology,N,0,6,57512,57526,3.423322222222222
503ef7197278a26fdbc4a5c4d08e3a5e,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A03/F/01.mp4,Car_and_Technology,F,3,4,138843,138858,3.761833333333333
47f53c2416da974ed9ee96a0a6742e41,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A06/N/01.mp4,Car_and_Technology,N,0,3,112258,112283,6.253744444444444
0c0ac36918f02de3ba0d3af0c72c1a4a,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A09/N/01.mp4,Car_and_Technology,N,0,3,27478,27497,4.728311111111111
093869541c5d68ce464cb5cfb184cd1c,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A01/A/01.mp4,Car_and_Technology,A,1,4,81973,81989,3.9837666666666665
ecafab11136efffe437c8c38a48f0d91,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A01/SU/01.mp4,Car_and_Technology,SU,6,5,142660,142668,2.015022222222222
71d958cb91f74eef583fad8c847fcc1a,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A07/SA/01.mp4,Car_and_Technology,SA,5,0,118691,118732,10.322055555555556
0b1ea10fa172992aaf0c95213ccaf90a,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A08/SA/01.mp4,Car_and_Technology,SA,5,4,11903,11919,4.102
0657e16515341eca167ad9fed553b347,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A04/N/01.mp4,Car_and_Technology,N,0,6,113182,113215,8.198311111111112
e59ab01224e5e01b1f87a92a5f59bed0,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A10/J/01.mp4,Car_and_Technology,J,4,6,96788,96802,3.6035666666666666
0873e40032dc2b4ad54eb20edd11070d,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A05/SA/01.mp4,Car_and_Technology,SA,5,0,17769,17776,1.6466666666666667
ab46f29bbdd9a1667b3ec69e3c54c971,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/23/A02/J/01.mp4,Car_and_Technology,J,4,4,52328,52340,2.933333333333333
d29b8b935a64e6032bfda99502f06434,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A07/SU/01.mp4,Car_and_Technology,SU,6,0,140682,140693,2.783333333333333
014038193bfbb0f62a34655d403e1937,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A09/J/01.mp4,Car_and_Technology,J,4,4,122973,122987,3.6
163e59715886bae926cd0d3fc9eba417,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A05/J/01.mp4,Car_and_Technology,J,4,6,98403,98447,10.95328888888889
a8217a4f78ab030739041a206c5cd6f4,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A05/SU/01.mp4,Car_and_Technology,SU,6,5,43893,43901,1.9333333333333333
cdb2fbfb666a3e0375cd502d8ac85cdf,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A01/N/01.mp4,Car_and_Technology,N,0,6,81442,81456,3.5833333333333335
1eda34090930881e024709acee06e412,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A08/SU/01.mp4,Car_and_Technology,SU,6,6,77107,77134,6.704977777777778
cf9f71c3748eafc34f1c5c2cf178e1ae,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A06/SU/01.mp4,Car_and_Technology,SU,6,3,69439,69447,2.018677777777778
2a5405e493a5c296a32d468606e66347,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A06/J/01.mp4,Car_and_Technology,J,4,6,59157,59168,2.8
fc3c9f436477845716ab5687d7bdceed,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A10/N/01.mp4,Car_and_Technology,N,0,3,92422,92453,7.65
bcac0f75f752fbb01da2d06c61487d9a,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A02/J/02.mp4,Car_and_Technology,J,4,3,83476,83512,8.95
5500328d56d6a47480f243d8dfb44a48,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A02/J/01.mp4,Car_and_Technology,J,4,4,113813,113833,5.101644444444444
7eb62a9acc215a8fcff437e211059b6e,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A03/J/01.mp4,Car_and_Technology,J,4,2,133315,133344,7.166666666666667
054e1ff04537b440312188b180893029,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A04/F/01.mp4,Car_and_Technology,F,3,4,105169,105186,4.137455555555555
6829f06289b4c9dc616a5f2dbacf9e00,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/19/A04/J/01.mp4,Car_and_Technology,J,4,6,73709,73718,2.316666666666667
e7d782e7e89dd8f8ea8342146b10c244,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/36/A09/A/01.mp4,Car_and_Technology,A,1,2,27004,27022,4.618722222222222
53416bc00c014992f0a998d485cd0ca5,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/36/A07/A/01.mp4,Car_and_Technology,A,1,6,99425,99437,2.966666666666667
dee5479bbfab6051511dc0c8e69ba6c2,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/36/A02/J/01.mp4,Car_and_Technology,J,4,4,78697,78714,4.2952
77ae2f031f3155d1b1133d14400fce75,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/36/A01/SA/01.mp4,Car_and_Technology,SA,5,3,95365,95369,1.0283111111111112
99f8e95e673c3383bde23862149c1615,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/36/A06/A/01.mp4,Car_and_Technology,A,1,2,41188,41197,2.1668666666666665
f2c29a45a1b2a2a583c2a2c6b7e0037e,/content/drive/MyDrive/NeuroBioSense_Dataset/NeuroBioSense/Advertisement Categories/Car_and_Technology/36/A06/SA/01.mp4,Car_and_Technology,SA,5,6,25240,25244,1.0183111111111112
